"","Epidish_BPRNACan_CD4","Epidish_BPRNACan3DProMet_CD4","Epidish_BPRNACanProMet_CD4","Epidish_CBSX_LM22_T.cells.CD4.memory.resting","DeconRNASeq_CBSX_LM22_T.cells.CD4.memory.resting","Epidish_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","Epidish_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD4","DeconRNASeq_CBSX_sigmatrix_HNSCC_Fig2cd_T.cells.CD4","Epidish_CCLE_TIL10_T.cells.CD4","Epidish_LM22_T.cells.CD4.memory.resting","DeconRNASeq_LM22_T.cells.CD4.memory.resting","Epidish_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_T.cells.CD4","Epidish_TIL10_T.cells.CD4","CBSX__LM22__T_cells_CD4_memory_resting","CBSX__NSCLC.scRNAseq__T_cells_CD4","CBSX__scRNA.melanoma__T_cells_CD4","CBSX__HNSCC__T_cells_CD4","CBSX__TIL10__T.cells.CD4","CBSX__CCLE.TIL10__T.cells.CD4"
"R3388_YZ_12",0,0,0.0029387603039983,0.22564371193965,0,0,0.0426190749371344,0.0817279911332248,0.00826197697899913,0.12624083886332,0.22564371193965,0,0,0.0426190749371344,0,0.182127723685877,0,0,0.0804537203005294,0,0.239016901227498
"R3388_YZ_13",0,0.0172268363020904,0.0224203850802939,0.378990875679274,0.205996071274238,0.0074529039768185,0.0410005929345403,0.104673589104362,0.00705811040466607,0.0719335806547142,0.378990875679274,0.205996071274238,0.0074529039768185,0.0410005929345403,0,0.456152689501963,0,0.0349112594222798,0.103158510582868,0.293468113273341,0.210348625151793
"R3388_YZ_14",0.0110592713450969,0.0333679096261413,0.0446148397458972,0.478361082884679,0.193183691138557,0.127207096840136,0.0180427019248442,0.296612657324596,0.0254002815454233,0.213586936888363,0.478361082884679,0.193183691138557,0.127207096840136,0.0180427019248442,0.102042853372052,0.393278255492852,0,0.166384267203676,0.257040764297379,0.294639450066971,0.204337721184077
"R3388_YZ_15",0,0.00823076695854448,0.0158345017010905,0.361791481135521,0.00694404839746136,0,0,0.0197780462097872,0,0.445518713161883,0.361791481135521,0.00694404839746136,0,0,0.226448749281331,0.322511379196288,0,0.0177845545262244,0.0466118301315048,0.630335931359823,0.475811298732043
"R3388_YZ_16",0.00790622448093577,0.0351715304060913,0.0537099273826872,0.537123083092075,0.143901350729146,0.125691948977292,0.104853964891953,0.289191775427768,0.0524191860638639,0.39538169075047,0.537123083092075,0.143901350729146,0.125691948977292,0.104853964891953,0.459259489813335,0.523686116178699,0,0.118592372024763,0.196583244605394,0.465382380596822,0.398877420291916
"R3388_YZ_17",0.0271268255976525,0.0290233415700631,0.0428263645439095,0.386772478891744,0.194697547590958,0.0894256014298592,0.0571822536360633,0.376205617103746,0.024676109643314,0.55186309858533,0.386772478891744,0.194697547590958,0.0894256014298592,0.0571822536360633,0.597603064489642,0.435999125000442,0.0933858934679726,0.0968010057153992,0.294686764473575,0.668801830782278,0.623004861567852
"R3388_YZ_19",0.0105083134310019,0.0211750616135609,0.023484962842153,0.354949722689865,0.180313065834646,0,0.030162149813612,0.26724528787778,0.0218592024227911,0.197813150556748,0.354949722689865,0.180313065834646,0,0.030162149813612,0,0.318661861971491,0.0330339692269631,0,0.229535005761114,0,0.241967695648121
"R3388_YZ_20",0,0,0.00411995180342733,0.306426724694635,0.00875382590336009,0,0.0210475638963823,0,8.01370182325623e-05,0.0832231727579339,0.306426724694635,0.00875382590336009,0,0.0210475638963823,0.0230962709652417,0.255151633878662,0,0,0,0.0613324745760038,0.0345082898985767
"R3388_YZ_21",0.00496871940391493,0.0294890507230139,0.0419602357630875,0.466262437446749,0.178065999432308,0.0276558094938829,0.00341563286263919,0.232389469728836,0.0344564648507061,0.421244598836769,0.466262437446749,0.178065999432308,0.0276558094938829,0.00341563286263919,0.359661405004048,0.435388234964592,0.0150228886202709,0.0502973356712889,0.138596135732244,0.381314044066471,0.391532566131671
"R3388_YZ_23",0,0.00666065510730289,0.0111411703927355,0.390828030612743,0,0,0.0214147222241588,0.0521476939919109,0,0.192556988013203,0.390828030612743,0,0,0.0214147222241588,0,0.404468972397553,0,0.0590232060341162,0.0322328774770231,0.16346960101709,0.134779556649581
"R3388_YZ_24",0,0.0109235365849823,0.0153006717315045,0.381350300686085,0.149649242853559,0,0.0217555925546988,0.158601008929758,0.0179027362907295,0.337853234539341,0.381350300686085,0.149649242853559,0,0.0217555925546988,0.0472382823828472,0.368718983395281,0,0,0.134669522262643,0.506165379229297,0.312539836958345
"R3388_YZ_25",0.00364212987975677,0.00897674269782541,0.0287887771438251,0.448544889917205,0,0.0683021374589539,0.078140696153541,0.182019290377626,0.0466617519382005,0.222329815419294,0.448544889917205,0,0.0683021374589539,0.078140696153541,0,0.434739771602748,0,0.0735834359126891,0.151784568994013,0,0.17370193758323
"R3388_YZ_26",0,0,0,0.196800691896218,0.0646011330923162,0.113350176374514,0.0698498839700279,0.127222606747863,0.0345187133302375,0.114846948271794,0.196800691896218,0.0646011330923162,0.113350176374514,0.0698498839700279,0,0.159126043462129,0,0.052532109889493,0.0969217222532575,0,0.081592181577652
"R3388_YZ_27",0.00481559087320975,0.0297363161276089,0.049313315866628,0.406779662949354,0.252715689306877,0.08822074947876,0.0541273238003545,0.301357209052471,0.0544130354018945,0.213195242534698,0.406779662949354,0.252715689306877,0.08822074947876,0.0541273238003545,0,0.38421899614352,0,0.16617096820615,0.239555038053881,0.230399496905251,0.328219105145085
"R3388_YZ_28",0.00761158836903316,0.021043781958325,0.0296637288892182,0.379787226630146,0.285078561076121,0.0234890549157838,0.016193568042524,0.209436617377375,0.0209629048664868,0.126223218428061,0.379787226630146,0.285078561076121,0.0234890549157838,0.016193568042524,0.131272685438841,0.323251427204119,0.293908638685006,0.0368185902388631,0.214826060496527,0.112217149739813,0.059939684904426
"R3388_YZ_29",0.016418214414758,0.0441338742024185,0.0674687689394796,0.583723492168618,0.196862185624298,0.109155452718277,0.0789831476405754,0.187638780453497,0.00738106946484234,0.517304566328376,0.583723492168618,0.196862185624298,0.109155452718277,0.0789831476405754,0.46677897734942,0.610047442678304,0.282792735642042,0.173351933186579,0.201640859660548,0.355344953834976,0.580343243573815
"R3388_YZ_30",0,0,0.00771442954844041,0.342777141269144,0.157991402754555,0.0116142336383609,0.034579344645753,0.103203261868731,0.0143921049273634,0.112485671286287,0.342777141269144,0.157991402754555,0.0116142336383609,0.034579344645753,0,0.312438733341518,0,0.0498743956207807,0.0936489271675082,0.0307188630086622,0.0783880524878431
"R3388_YZ_31",0.0169445023588514,0.0431965845916649,0.0635934600158663,0.46634511241783,0.254998954997518,0.0149119906082338,0.0443132981806479,0.15425373054649,0.00956574494566292,0.613813187519883,0.46634511241783,0.254998954997518,0.0149119906082338,0.0443132981806479,0.617542679424312,0.471446640998092,0.217490400268735,0.065860365592719,0.143562898924041,0.606954834817101,0.544551716267866
"R3388_YZ_32",0,0.0044788644380032,0.0150346825330071,0.246067600569396,0.0256876393765459,0,0.0193402944823301,0.0458949840832828,0.00317358080460834,0.266011012267037,0.246067600569396,0.0256876393765459,0,0.0193402944823301,0,0.230638847080473,0,0,0.04226715610566,0,0.313301909329457
"R3388_YZ_33",0.00850110131176076,0.0461957726485126,0.0639143001372382,0.406390232710111,0.0704503905335918,0,0.0206761719285526,0.0320694493917812,0,0.3991242260432,0.406390232710111,0.0704503905335918,0,0.0206761719285526,0.233912334639807,0.43840854953426,0.261332757906704,0,0.0686888678967746,0,0.401859783859317
"R3388_YZ_34",0.00124966805854539,0.0212461630181848,0.0313771882446,0.478768309294938,0.181782539590302,0.0253414268903937,0,0.164124611093624,0.0151207099866026,0.362176202358823,0.478768309294938,0.181782539590302,0.0253414268903937,0,0.224346244410848,0.427364694351367,0,0.0869134511850131,0.161959965499653,0.560519328536237,0.290752368220085
"R3388_YZ_35",0.0526832377655829,0.0783730529731107,0.119964886152021,0.592546583338886,0.184565675544715,0.20850355644618,0.0700395437108495,0.224823172490767,0.0423025202901803,0.317257019178873,0.592546583338886,0.184565675544715,0.20850355644618,0.0700395437108495,0.474938786639874,0.522250703768917,0.255287925442247,0.142109339156705,0.182684625963164,0.521281440481501,0.417451113848206
"R3388_YZ_36",0,0.00333433908461955,0.0173802901871764,0.397664944929587,0.0960306025198275,0,0.0389903163035623,0.0873265773916198,0.00715531890307316,0.492891501085665,0.397664944929587,0.0960306025198275,0,0.0389903163035623,0.325177588944353,0.391188712085992,0,0.0147019465480651,0.0911537383658652,0.490569116759783,0.620757643891841
"R3388_YZ_37",0,0,0.0039939591235223,0.281844920543876,0.121247647181016,0.0667921810107603,0.047456249384984,0.130990958157783,0.0192219645882128,0.194521026531051,0.281844920543876,0.121247647181016,0.0667921810107603,0.047456249384984,0.0401585162308255,0.201627733413426,0,0.0451737128029236,0.116104843254378,0,0.147307350993732
"R3388_YZ_38",0.0152400913023126,0.0401758326554567,0.0567534789024245,0.469978162911143,0.203539916450747,0.115435545018698,0.0418491601897374,0.266203245876522,0.0352069082496122,0.308078651009798,0.469978162911143,0.203539916450747,0.115435545018698,0.0418491601897374,0.326559505960869,0.395044408690782,0,0.0806564014010753,0.182556333218861,0.583381071066197,0.555491524518555
"R3388_YZ_39",0.0105210572687855,0.0319218644428146,0.0364437926978744,0.482246113337744,0.240814716169246,0.0662276874783125,0.0288297834271804,0.192230725922854,0.0288696750694362,0.357838606801012,0.482246113337744,0.240814716169246,0.0662276874783125,0.0288297834271804,0.401294325634547,0.429489008968932,0,0.0561607829658911,0.198802731060376,0.515210983790179,0.268500622583816
"R3388_YZ_40",0.00329134297324474,0.0215236154773912,0.0298666362406168,0.373240501801662,0.156928184020346,0,0,0.386847389338705,0.0344415861235887,0,0.373240501801662,0.156928184020346,0,0,0,0.293129649163011,0.0219982255382521,0,0.274097407172851,0,0
"R3388_YZ_41",0,0.000397054102693188,0.0122923209748273,0.439933179467078,0.280820493855098,0.000443566822023469,0.0708179803399148,0.272889851277161,0.0598352430357832,0.419082536875983,0.439933179467078,0.280820493855098,0.000443566822023469,0.0708179803399148,0.474825412801001,0.409696581935122,0,0.032663339608269,0.236870077563672,0.654952330326811,0.460138167182651
"R3388_YZ_42",0.00392918455319207,0.0284118345741301,0.0358581025452019,0.523874200712777,0.0220302223853817,0,0.0540480597840899,0.0889080972586296,0.00798458745134127,0.317174446544574,0.523874200712777,0.0220302223853817,0,0.0540480597840899,0.0871838943677819,0.457314283774316,0,0.0581097767245719,0.116663764026555,0.239520435051788,0.260613884492037
"R3388_YZ_43",0,0.014252948786491,0.024157470025727,0.374171216134335,0.0892375631630087,0,0.0457826762091584,0.164590367435284,0.0193975458193835,0.28279748562438,0.374171216134335,0.0892375631630087,0,0.0457826762091584,0,0.251643411219117,0,0,0.125572979794253,0.163676760426197,0.328695536211623
"R3388_YZ_44",0,0.00323072619977596,0.00560120115930267,0.261128233913921,0.0872445382262574,0,0.00887289894098106,0.163757516205528,0.0139742821579694,0.0769740575705355,0.261128233913921,0.0872445382262574,0,0.00887289894098106,0,0.225280330001942,0,0,0.196277592823013,0,0.125621322302003
"R3388_YZ_47",0,0.0269618308127786,0.033585336090852,0.522121178955474,0.104390448297427,0.00779927811262496,0.0440855347142172,0.166519808764767,0.023336949104414,0.37038130053553,0.522121178955474,0.104390448297427,0.00779927811262496,0.0440855347142172,0.0455088190842134,0.446761763130371,0,0,0.150478313960265,0,0.278815537250418
"R3388_YZ_48",0,0.00449809453828837,0.0165158851516697,0.411674913161627,0.188759832544259,0,0.0439217178726017,0.0969720401829758,0.00911808346711796,0.239155072983825,0.411674913161627,0.188759832544259,0,0.0439217178726017,0.0866436941785457,0.431605767378921,0,0.0394042362026285,0.0736571817298299,0.168336442523021,0.272737532945983
"R3388_YZ_49",0.0120920315539673,0.0300416379549981,0.0488870249226327,0.490096135934158,0.340706411577906,0.0865416178609906,0.0452232732250665,0.210357495390525,0.0226591086105406,0.122467550509632,0.490096135934158,0.340706411577906,0.0865416178609906,0.0452232732250665,0.0514240739839706,0.430726727534582,0.147975891724127,0.101875098844454,0.127195394274999,0.504155425119332,0.258240509549381
"R3388_YZ_50",0.0331312714222705,0.0620369428306475,0.0626985728242878,0.498335674581589,0.195519128349883,0.138664674480762,0.0282006928102328,0.307916945664552,0.0450205473312193,0.461491033108601,0.498335674581589,0.195519128349883,0.138664674480762,0.0282006928102328,0.510290584320183,0.391666784299493,0.221297521286582,0.203763183811072,0.265677969611375,0.668639931089682,0.430495820926366
"R3388_YZ_51",0,0.0145585485345172,0.0187751723935236,0.41760125801047,0.116618928996978,0.0730139280941727,0.0138575661546805,0.11738164724011,0.00912399364061247,0,0.41760125801047,0.116618928996978,0.0730139280941727,0.0138575661546805,0,0.301016136599084,0,0.126283435664034,0.140465268842579,0.0607355230035894,0
"R3388_YZ_52",0,0.00669851833162774,0.0143658360343246,0.370918604659632,0.0853116925233711,0.0347704948567924,0.0269067841298928,0.138750286587565,0.0202662139372121,0.106427199107839,0.370918604659632,0.0853116925233711,0.0347704948567924,0.0269067841298928,0,0.338893481698401,0,0.0375048552597781,0.0825237562028548,0,0.0573496075375217
"R3388_YZ_54",0.0107214457069374,0.0126660009749914,0.0215407605944228,0.505653503743683,0.152011195571439,0.0320367356679939,0.0490002900634706,0.238569765413853,0.034385257748288,0.240740490652304,0.505653503743683,0.152011195571439,0.0320367356679939,0.0490002900634706,0.186053593289413,0.324438078679115,0.100420321021483,0.0647281231666914,0.186829606800729,0.512948509964471,0.250057553377955
"R3388_YZ_55",0.00556104405203555,0.0237854374389516,0.0266269787461906,0.382616789442728,0.230075191308745,0.0176200627180747,0.0435708302854133,0.287411734733329,0.0146014979858044,0.155868392153263,0.382616789442728,0.230075191308745,0.0176200627180747,0.0435708302854133,0.119672288292426,0.32044614236062,0.289657371172445,0.0594004509284099,0.282872258675592,0.0923970866954457,0.132286696253059
"R3388_YZ_57",0,0.0131278415403531,0.0201775634045104,0.408997360819919,0.052934882185383,0,0.00677915211331782,0.0789868620475906,0.0080088398108486,0.185717103658599,0.408997360819919,0.052934882185383,0,0.00677915211331782,0,0.353472633408316,0,0.0215295188853113,0.02213519704031,0,0.109681224518963
"R3388_YZ_58",0,0.0058457941176416,0.012257643845582,0.339369392421326,0.0859493931601792,0,0.0123947477116654,0.174296285572813,0.0135440621996136,0.258059315874577,0.339369392421326,0.0859493931601792,0,0.0123947477116654,0,0.243688605362253,0,0,0.0714424958886727,0.0263631872013396,0
"R3388_YZ_60",0,0.0122846949754666,0.0241038403553757,0.422810840303018,0.0277486325817181,0.0341325324474107,0.0556193960895691,0.278692945794239,0.0430586850253229,0.29947261376987,0.422810840303018,0.0277486325817181,0.0341325324474107,0.0556193960895691,0,0.414347322996318,0,0,0.226222991301798,0.186247937017952,0.204254803716022
"R3388_YZ_61",0,0,0.00974259711199224,0.354208179986407,0.137414529448356,0,0.0297421392427226,0.0850240578552509,0.00716727141340613,0.206361389751051,0.354208179986407,0.137414529448356,0,0.0297421392427226,0,0.372175932992884,0,0.0103836009950685,0.0671218886537741,0,0.108734370537135
"R3388_YZ_62",0.00114800513185957,0.04062461505507,0.0545166257667191,0.359268574041759,0.071088414732966,0.0343737144726511,0.0447734895715084,0.0754737629689994,0.00935285966035943,0.1434498979659,0.359268574041759,0.071088414732966,0.0343737144726511,0.0447734895715084,0,0.274464451971542,0,0.0670827094421187,0.0625706396056028,0,0.0381369566748557
"R4163_YZ_1",0.0606004605290191,0.0951892062121985,0.0720223313497713,0.478268226293853,0,0.377298762202092,0.0913581148548937,0.588352761769032,0.11396605254696,0.491164010964177,0.478268226293853,0,0.377298762202092,0.0913581148548937,0.517765789706371,0.52757573058075,0.370101153461287,0.415531280714354,0.447444580756502,0.396778304743225,0.465571779474086
"R4163_YZ_2",0.119325584702558,0.0864242702706593,0.100373465027038,0.458107047112061,0.116371838079791,0.358316124445006,0.195213117867173,0.692809702754824,0.276930029322159,0.314852037144464,0.458107047112061,0.116371838079791,0.358316124445006,0.195213117867173,0.314065901420322,0.402926118658127,0.157556045981162,0.393468862324861,0.660174713097849,0.324047561088679,0.251727863182676
"R4163_YZ_3",0.0816464471940284,0.0225822616823371,0.0353852594506485,0.412239469426649,0.105790040196224,0.223823145072191,0.166189830851044,0.587867516080501,0.284257548383455,0.276073075314971,0.412239469426649,0.105790040196224,0.223823145072191,0.166189830851044,0.331601865529147,0.358161390161583,0.0763062005559066,0.23989516598097,0.591000205871963,0.333541063501262,0.303074394395116
"R4163_YZ_5",0.0459711681997377,0.034025110278418,0.0283584367934434,0.445126501223629,0.0133093085513344,0.284851050409758,0.0796562317894327,0.473867763869652,0.151469998808274,0.24473620555672,0.445126501223629,0.0133093085513344,0.284851050409758,0.0796562317894327,0.249356189313136,0.462013335803205,0,0.27856871172229,0.452983802877972,0.207763872074208,0.253692259795203
"R4163_YZ_7",0.0334494053623357,0.0390446929908573,0.0336368703044237,0.463169734081148,0,0.28206052379106,0.0833123815012699,0.307576043718791,0.116863772351654,0.192770186389356,0.463169734081148,0,0.28206052379106,0.0833123815012699,0.33907715483357,0.447530401766694,0.0208521499515498,0.294240461587493,0.306892361579508,0.455873302643085,0.440390296319382
"R4163_YZ_8",0.302281760309252,0.279788981369077,0.246874475559855,0.488150565253032,0.0986589371336355,0.661818640508845,0.245852632473653,0.839144260808816,0.287491458820467,0.318254705633275,0.488150565253032,0.0986589371336355,0.661818640508845,0.245852632473653,0.309208204265684,0.507607600959479,0.414732949316548,0.695961790021613,0.888309835778903,0.515981017424709,0.427093194434618
"R4163_YZ_9",0,0.0100213890010464,0.0102941219276008,0.283000478939753,0,0.170770508837265,0,0.293890083671265,0.0569168648103428,0.198196529012539,0.283000478939753,0,0.170770508837265,0,0.103929724168369,0.243746624802202,0,0.183166515274029,0.18363574902107,0.162934539223155,0.16795292368527
"R4163_YZ_16",0,0,0,0.157636776750318,0,0.0801510019880787,0.0466353638798056,0.0982313914947297,0.0325799664985176,0.15879799364225,0.157636776750318,0,0.0801510019880787,0.0466353638798056,0,0.246299521696146,0,0.077414727181646,0.0850685916837941,0.0705290978745795,0.215771702013611
"R4163_YZ_17",0.137043410404073,0.136390563278778,0.11539045194297,0.406129548281244,0.0161342942936537,0.461786684712475,0.201128589304382,0.556166466183546,0.22397898491272,0.203579102824675,0.406129548281244,0.0161342942936537,0.461786684712475,0.201128589304382,0.159547494054396,0.381194806816712,0,0.5052174017046,0.535203381314755,0.223230473620158,0.144815230551859
"R4163_YZ_18",0.0535147739817288,0.0530974039496378,0.0497218048657314,0.388125909367976,0,0.278024400749479,0.157367962180987,0.430604778216165,0.165605726756146,0.242710928503043,0.388125909367976,0,0.278024400749479,0.157367962180987,0.120439637753077,0.388815526922726,0,0.269036733044225,0.409732868897069,0.200432663269197,0.117375727484715
"R4163_YZ_19",0.0557797644164874,0.0531848943957734,0.0517354977452145,0.428497490806191,0,0.166941628220802,0.119434018081603,0.417753829081973,0.115727491381445,0.249696723096585,0.428497490806191,0,0.166941628220802,0.119434018081603,0.227471733805229,0.435311731988357,0.108730656658171,0.155159382552021,0.394313078187225,0.300499317149152,0.212076480039274
"R4163_YZ_20",0.00358763328318295,0.0186037487590434,0.0176865270613172,0.365608400137189,0,0.073718745025999,0.0394188778750241,0.0913705834130636,0.0594902065256549,0.132251822932886,0.365608400137189,0,0.073718745025999,0.0394188778750241,0,0.360544299474,0,0.078011826367651,0.067867752734093,0.197856618236287,0.0706956403693269
"R4163_YZ_21",0.0690098950830712,0.116858045936469,0.126315924581589,0.386317650060038,0.0336340343944171,0.150576117009681,0.0883347146637924,0.230101916001142,0.0759728246745547,0.403838471745394,0.386317650060038,0.0336340343944171,0.150576117009681,0.0883347146637924,0.364506491508033,0.348937617372622,0.229977313151674,0.167299338001131,0.215427091950532,0.503575900974424,0.425659696126168
"R4163_YZ_22",0.0466920038702954,0.0738861161479506,0.0857633653037394,0.438301658365878,0,0.118976453849813,0.0778525902426469,0.262860644485761,0.074535283630916,0.216910394243269,0.438301658365878,0,0.118976453849813,0.0778525902426469,0.250625019154374,0.425316073248609,0.0475363835215233,0.103400599988544,0.212307859294351,0.234786237093919,0.196981099559652
"R4163_YZ_23",0.0396755868152084,0.0481779956934246,0.0423030780951459,0.399046260086181,0.0843128660468669,0.13068412508532,0.0884384370950917,0.327976177697517,0.124747260248791,0.119966542071105,0.399046260086181,0.0843128660468669,0.13068412508532,0.0884384370950917,0.13759101050828,0.342196792597262,0,0.151126999450097,0.333699707880144,0.235523674343756,0.124136491829959
"R4163_YZ_25",0.0459610173288256,0.0545979767690168,0.0529459386090624,0.340387705153105,0,0.127898301396165,0.0965338944394463,0.295943887473466,0.122658370657687,0.13863259046417,0.340387705153105,0,0.127898301396165,0.0965338944394463,0.204702076362381,0.429076515089677,0,0.121953755469977,0.273748684975038,0.201896348970898,0.0608411930155831
"R4163_YZ_26",0.0384993828953194,0.0729572572117033,0.0963102181509018,0.586952512539114,0,0.118259792018363,0.0497939644718394,0.134087415136993,0.029714437192242,0.276331075147467,0.586952512539114,0,0.118259792018363,0.0497939644718394,0.662368640575373,0.528964014233326,0.422843983740558,0.108489801749394,0.138359872068624,0.601327449713901,0.174160950338879
"R4163_YZ_28",0.15356260720582,0.141004586953622,0.116077003227188,0.42500629900889,0.159857718171,0.580620813534704,0.25063171327383,0.512679725356751,0.238139511038593,0.123688594746974,0.42500629900889,0.159857718171,0.580620813534704,0.25063171327383,0.0821896572004203,0.379642704754844,0.303451991827016,0.623799110319331,0.529537931776528,0.0459218282538837,0.163747014027158
