"","Quantiseq_NK_cell","DeconRNASeq_BPRNACan3DProMet_NK","DeconRNASeq_BPRNACanProMet_NK","Epidish_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_CBSX_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NK.cells","Epidish_CBSX_LM22_NK.cells.resting","DeconRNASeq_CBSX_LM22_NK.cells.resting","DeconRNASeq_CBSX_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_NK.cells","Epidish_CCLE_TIL10_NK.cells","DeconRNASeq_CCLE_TIL10_NK.cells","Epidish_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NKT.cells","DeconRNASeq_Fig2ab.NSCLC_PBMCs_scRNAseq_sigmatrix_NK.cells","Epidish_LM22_NK.cells.resting","DeconRNASeq_LM22_NK.cells.resting","DeconRNASeq_scRNA.Seq_melanoma_Tirosh_sigmatrix_SuppFig_3.b_NK.cells","Epidish_TIL10_NK.cells","DeconRNASeq_TIL10_NK.cells","CBSX__LM22__NK_cells_resting","CBSX__NSCLC.scRNAseq__NKT_cells","CBSX__TIL10__NK.cells","CBSX__CCLE.TIL10__NK.cells"
"R3388_YZ_31",0.0590511323023767,0.0757523884879995,0.0908073293532238,0.284381863658574,0.117642937616951,0.187561888205007,0.128394409832346,0,0.045118883427417,0.0419331195116258,0.128081040721612,0.284381863658574,0.117642937616951,0.187561888205007,0.128394409832346,0,0.045118883427417,0.0210763223077802,0.155049612390899,0.11568898480874,0,0.0326313940669494,0.0356732340768744
"R3388_YZ_32",0.0503315312712427,0.0687136388404881,0.0785058987584632,0.149796240655468,0.10279965853062,0.141728874163377,0.0583106596229225,0,0.0172225352688849,0.0183909744600984,0.0774572648414427,0.149796240655468,0.10279965853062,0.141728874163377,0.0583106596229225,0,0.0172225352688849,0,0.11383492342531,0.0642003400435689,0.177251646692963,0.129984097260063,0
"R3388_YZ_33",0.111044265870624,0.0765722488780077,0.0867873176712426,0.262800937598058,0.106200643706775,0.183373392625703,0.0936700794317038,0.0301977789578823,0.0401617105471146,0.0642358189242813,0.216547187956003,0.262800937598058,0.106200643706775,0.183373392625703,0.0936700794317038,0.0301977789578823,0.0401617105471146,0.0431111300130256,0.237740572178539,0.0773017386190077,0.00160005376571345,0.0248848208405392,0
"R3388_YZ_34",0.0559098716840022,0.0591720854667213,0.0683797975217253,0.27561979372189,0.03746277486671,0.0965265711536471,0.0651395055952572,0.00800737265898368,0,0.102968440068089,0.188610501726521,0.27561979372189,0.03746277486671,0.0965265711536471,0.0651395055952572,0.00800737265898368,0,0.197049790708579,0.205159573236953,0.04015284821994,0.0190541718405982,0.0292386006809504,0.144457541460336
"R3388_YZ_35",0.0750415037643293,0.0645563009900293,0.0791593095740434,0.0165358663606617,0.0697677796851857,0.159911528586756,0.0692376615712285,0,0.0100175928586108,0.157258477323699,0.134933754341136,0.0165358663606617,0.0697677796851857,0.159911528586756,0.0692376615712285,0,0.0100175928586108,0.151056344805863,0.142991458380766,0.099034155025106,0.0116256557747598,0.143616800750086,0.0892833575698455
"R3388_YZ_36",0.0410156884284843,0.0605066303664003,0.0759076798884302,0.220359771155637,0.123357116288711,0.175614335166559,0.0845331668456114,0.0160572169141326,0.0416657853127687,0.0271767561416624,0.198777279660929,0.220359771155637,0.123357116288711,0.175614335166559,0.0845331668456114,0.0160572169141326,0.0416657853127687,0.00456136257228791,0.205609639633774,0.0482245344624189,0,0,0
"R3388_YZ_37",0.0531902518736573,0.0588078918439555,0.0678617824598352,0.0624583719805799,0.107389465709885,0.138254574066297,0.0704909768398795,0,0.0116573550925024,0.0334457894816454,0.153829433320553,0.0624583719805799,0.107389465709885,0.138254574066297,0.0704909768398795,0,0.0116573550925024,0,0.161228344239534,0.0366143433517757,0,0.0769947325959138,0.0570875167917237
"R3388_YZ_38",0.0708058739007813,0.0616441334427005,0.0674140374164891,0.0912838710264486,0.0458246515056095,0.0973574376929944,0.0830556134406536,0,0,0.0607391170454666,0.102773228228342,0.0912838710264486,0.0458246515056095,0.0973574376929944,0.0830556134406536,0,0,0.0133608901184935,0.113298249223108,0.0648917628038096,0,0,0.0106390510180697
"R3388_YZ_39",0.051921870220663,0.0655864643483691,0.0737323500116455,0.139299790557506,0.102081323483494,0.11117045587567,0.0499798312996004,0,0,0.0742976844719334,0.147914936483734,0.139299790557506,0.102081323483494,0.11117045587567,0.0499798312996004,0,0,0.0655114764197625,0.162250107603733,0.0564776422937462,0,0,0.113050604711367
"R3388_YZ_40",0.0464670046289576,0.0460227644277274,0.045838852809316,0.0983384329411539,0,0.0952984363635451,0.143868957881193,0.0067953229527777,0,0.0104753277475066,0.0489444923054525,0.0983384329411539,0,0.0952984363635451,0.143868957881193,0.0067953229527777,0,0.117715033298854,0.113551815356202,0.118806740939982,0.0696149400700396,0.11180333729144,0.00885067645483321
"R3388_YZ_41",0.0765011071323506,0.0758881963046908,0.0873510732941216,0.0218204953145303,0.0707482342911844,0.108926990567362,0.0411148952664671,0,0.00318987506918602,0.066958942320237,0.143875721481016,0.0218204953145303,0.0707482342911844,0.108926990567362,0.0411148952664671,0,0.00318987506918602,0.0334587144478439,0.151780063114182,0.0397850014274796,0,0.00322306810010271,0.0251486983889902
"R3388_YZ_42",0.0430886098206386,0.0676292961278104,0.0730829499569283,0.176580353434836,0.122280466332336,0.16525646338329,0.0461092458986134,0.00667193370524626,0.0518577912910851,0.0661897924107297,0.182573274799396,0.176580353434836,0.122280466332336,0.16525646338329,0.0461092458986134,0.00667193370524626,0.0518577912910851,0.128330121032674,0.247746246634689,0.0240092147057635,0.131904855918037,0.00829486114889695,0.0658028491265614
"R3388_YZ_43",0.0452212406085422,0.0618636436529845,0.0698649755621497,0.143152457491745,0.122623307699102,0.120610426795168,0.083159144198818,0,0.0181299133421721,0.0270274955720578,0.0766292092820866,0.143152457491745,0.122623307699102,0.120610426795168,0.083159144198818,0,0.0181299133421721,0,0.0959457603916641,0.0533639292437153,0.142294194373937,0,0.0157527758484607
"R3388_YZ_44",0.054046903077242,0.0632056349510575,0.0745185487703045,0.169394379888193,0.0873294650658084,0.0892248425327786,0.0611975742704802,0,0,0.0265087403199014,0.260303114439098,0.169394379888193,0.0873294650658084,0.0892248425327786,0.0611975742704802,0,0,0.070828159664612,0.31153487713639,0.04456599405089,0.0128072234330393,0.0832200747572005,0
"R3388_YZ_47",0.0873374167000561,0.0750255995212068,0.0824917808409503,0.247049344950344,0.130083718562471,0.144933571879405,0.0475649060737265,0.0125258599768457,0.0273925328430115,0.088979730041295,0.24661410713153,0.247049344950344,0.130083718562471,0.144933571879405,0.0475649060737265,0.0125258599768457,0.0273925328430115,0.170099550515318,0.291604655145929,0.015439203403941,0,0.203231973795484,0.0720466934198294
"R3388_YZ_48",0.0420944936465428,0.0534819293867891,0.0745482136692059,0.221393514305822,0.123568822789527,0.18123167789418,0.10957109076901,0,0.0481180357855219,0,0.0903482185937391,0.221393514305822,0.123568822789527,0.18123167789418,0.10957109076901,0,0.0481180357855219,0,0.114788545731903,0.0755918475744103,0.191356029252588,0.0381182834832641,0
"R3388_YZ_49",0.0695932664198708,0.0734974908454751,0.0806983528529034,0.0925251071709543,0.0893655641240817,0.135084044504629,0.102463100184378,0,0.00701510415984596,0.17401858257465,0.223102783193764,0.0925251071709543,0.0893655641240817,0.135084044504629,0.102463100184378,0,0.00701510415984596,0.283142177484495,0.238969891423916,0.0945964095491673,0,0.0797373665103841,0.198222173080795
"R3388_YZ_50",0.0538815612549573,0.0651046904624628,0.0715473452704143,0.0925527139596588,0.0433459974750418,0.0954484253363657,0.082703355432591,0,0,0.0609007767253419,0.171965892169486,0.0925527139596588,0.0433459974750418,0.0954484253363657,0.082703355432591,0,0,0.105593513237453,0.156184317363701,0.0453004516953712,0,0.101617935370297,0.0494366275603017
"R3388_YZ_51",0.0361380210335754,0.0602484534197057,0.0639288828608388,0.332180371338564,0.0589268323775929,0.0990947451851376,0.110440593928384,0.00560648956612757,0.015005836732603,0.00072640733498761,0.129571301053246,0.332180371338564,0.0589268323775929,0.0990947451851376,0.110440593928384,0.00560648956612757,0.015005836732603,0.118201236938997,0.183747815862277,0.106613939084325,0,0,0
"R3388_YZ_52",0.0570259648723652,0.0703759635821696,0.081432343147106,0.0310371373319193,0.0517655167365892,0.136123713727102,0.0761314762886151,0,0.0022422728750947,0.0546516852553532,0.124599981661935,0.0310371373319193,0.0517655167365892,0.136123713727102,0.0761314762886151,0,0.0022422728750947,0.0210264596125252,0.130658183494762,0.0383053139228971,0,0.0865907036144615,0.0590369802194649
"R3388_YZ_54",0.0542322020187853,0.0585722587816101,0.0685871580276586,0.0701163569303686,0.112290294930888,0.132494503061595,0.0892234473181799,0,0.00866755379338953,0.0803495276770469,0.124599711554233,0.0701163569303686,0.112290294930888,0.132494503061595,0.0892234473181799,0,0.00866755379338953,0.103527026240832,0.132912270196683,0.0729947467063169,0,0,0.0873161290173193
"R3388_YZ_55",0.0599104844422824,0.0582242424293416,0.0666482510976017,0.177668049005937,0.104007716063549,0.140520910208279,0.160253804504718,0.0154338675388442,0.0332848651248946,0,0.0660962473808556,0.177668049005937,0.104007716063549,0.140520910208279,0.160253804504718,0.0154338675388442,0.0332848651248946,0,0.107457335478986,0.118617260486742,0.028141444770962,0.0465709242469354,0.0103921863815717
"R3388_YZ_57",0.0485168901743196,0.0441448646818591,0.0534195043534539,0.27315707046277,0.0921264004136556,0.101814490507998,0.0982252795025591,0.0382474920331003,0.00767974475090178,0.00473605247765134,0.184367130221788,0.27315707046277,0.0921264004136556,0.101814490507998,0.0982252795025591,0.0382474920331003,0.00767974475090178,0,0.192177565503197,0.110046760542428,0.0243836488181994,0.0100030091727055,0
"R3388_YZ_58",0.0709313231280688,0.064423138404202,0.0729905678634591,0.210309791295593,0.0928247934508072,0.120967521415832,0.0748540807277687,0.0148721556113488,0.00764773181956193,0.069666682453647,0.120704903096548,0.210309791295593,0.0928247934508072,0.120967521415832,0.0748540807277687,0.0148721556113488,0.00764773181956193,0.166331930569159,0.152361756426186,0.0652917055484267,0,0.0417180306687767,0.0576110989643617
"R3388_YZ_60",0.072696081190417,0.0740882846766202,0.0821879965849906,0.0846074981192673,0.103848688333739,0.138402164210385,0.0778546721296692,0.055920026318988,0.0524816000899909,0.161209502632143,0.144571119850701,0.0846074981192673,0.103848688333739,0.138402164210385,0.0778546721296692,0.055920026318988,0.0524816000899909,0.408459297598839,0.159575746371614,0.0757244916650571,0.0488012946111631,0.100161247825304,0.224662126911785
"R3388_YZ_61",0.0619086597275766,0.0827275628279062,0.0950961027789775,0.178786004045298,0.109850739711856,0.169027981501989,0.0780501186043637,0,0.0246039828330257,0.0674475728454528,0.157394903601426,0.178786004045298,0.109850739711856,0.169027981501989,0.0780501186043637,0,0.0246039828330257,0.0544020789413525,0.159364130266377,0.00383690369202138,0.0742098871401007,0.113234626665913,0.120917257650413
"R3388_YZ_62",0.0892217366706387,0.103099326766312,0.109836689535843,0.144694717793812,0.0914528848889066,0.156193234365181,0.141934297677141,0.0371635559644162,0.0451286076413223,0.117167120662129,0.153163925880749,0.144694717793812,0.0914528848889066,0.156193234365181,0.141934297677141,0.0371635559644162,0.0451286076413223,0.167987056259289,0.162546294221881,0.145767103694626,0,0.12489699106312,0.166116895142628
"R4163_YZ_1",0.0738706025132685,0.0947299467920765,0.0946275201488931,0,0.0805622612928054,0.118175677148986,0.113661611289774,0.0379736237122767,0.0370086695863733,0.12374267127273,0.129519543733933,0,0.0805622612928054,0.118175677148986,0.113661611289774,0.0379736237122767,0.0370086695863733,0.109957503007796,0.158287194007236,0.079705232178558,0,0.0856467601401182,0.087931293455038
"R4163_YZ_2",0.0916014223569668,0.0648365268714636,0.064815329018146,0,0,0.114860209279182,0.0715513915583235,0,0,0.0470786279476272,0.0784380787810838,0,0,0.114860209279182,0.0715513915583235,0,0,0.0218815775844846,0.0797305975097305,0.0767633535865639,0,0.0151540671697606,0.0552322189231681
"R4163_YZ_3",0.0508594247949435,0.0304623559667564,0.0287580126258789,0,0,0.0543326840634083,0.0816920126914291,0,0,0.0531689360428846,0.0399867081672703,0,0,0.0543326840634083,0.0816920126914291,0,0,0.0421106859337433,0.056095647329562,0.0733257385943217,0,0.0155827526945948,0.0227084630359796
"R4163_YZ_5",0.0485000790163735,0.0444055667441912,0.0493019790100022,0,0,0.0576723208834587,0.0855081767759424,0,0,0.0192645698624405,0.0845269697555344,0,0,0.0576723208834587,0.0855081767759424,0,0,0.00644479541551954,0.118306061178774,0.0648405828619751,0,0.00191047726473038,0.0234269819913303
"R4163_YZ_7",0.0611236870151588,0.0616199718768204,0.0601746052828507,0.0387479998654348,0.0557720491056476,0.123824598279829,0.0793028713375974,0.0166341479887689,0.0156942271772588,0.0524144610302963,0.109045448473085,0.0387479998654348,0.0557720491056476,0.123824598279829,0.0793028713375974,0.0166341479887689,0.0156942271772588,0.0195810728726543,0.118444605804888,0.0784700908132305,0.052300184079131,0,0.00414350628134694
"R4163_YZ_8",0.169637994596985,0.0904309619819705,0.088950214329729,0,0,0.195521059746756,0.0862203069896545,0.0337522703884542,0.0524321446598022,0.0298770008888061,0.213722897308106,0,0,0.195521059746756,0.0862203069896545,0.0337522703884542,0.0524321446598022,0.0506290135301933,0.28427320119954,0.128320185557089,0,0.081847988780547,0.0646545633678444
"R4163_YZ_9",0.0754132953782689,0.0310869937874221,0.0343263211627835,0,0,0.0687815626779695,0.0642110093633547,0,0,0.055140767959051,0.143414377856683,0,0,0.0687815626779695,0.0642110093633547,0,0,0.0702503278504028,0.154730417590987,0.0496691082236999,0,0.0370119572047412,0.0588253946458137
"R4163_YZ_16",0.0500501672358387,0.0569275152384686,0.0538838997168351,0,0.0700502001886318,0.120887269255051,0.0445795217208624,0,0.046480325817556,0.0195748194505743,0.236072937390083,0,0.0700502001886318,0.120887269255051,0.0445795217208624,0,0.046480325817556,0.0133643319962059,0.248768253962618,0,0,0,0
"R4163_YZ_17",0.212958815736801,0.125607907522032,0.125188059270062,0,0,0.171965362058686,0.0891362587246554,0.0692157305153167,0.061630768484921,0.141811137285467,0.178565174695075,0,0,0.171965362058686,0.0891362587246554,0.0692157305153167,0.061630768484921,0.139342798111498,0.190632843229853,0.0920234771065152,0,0.151043191149661,0.147616389315385
"R4163_YZ_18",0.137959502038619,0.0877307047624553,0.0917514498342331,0,0.000258039495722062,0.159965488628232,0.0329307485024222,0.0412674114578213,0.011446471817354,0.215919366333658,0.24092097754226,0,0.000258039495722062,0.159965488628232,0.0329307485024222,0.0412674114578213,0.011446471817354,0.251695450887889,0.252447596252424,0.0417302840123766,0,0.199465441051584,0.182859427658481
"R4163_YZ_19",0.0858406911776087,0.0691347778448038,0.076298079314026,0,0.0365717204691364,0.160295637265234,0.0930625847343103,0.0335597116458181,0,0.067506925795637,0.176858981675589,0,0.0365717204691364,0.160295637265234,0.0930625847343103,0.0335597116458181,0,0.0479929086030685,0.181897862368385,0.0878545932631507,0,0.0250010911802831,0.067336526409724
"R4163_YZ_20",0.0650956999608267,0.0493296383885152,0.0505409041473279,0,0.040896894721465,0.143432153920263,0.0930220235421655,0.017172395863838,0.0114522736285832,0.0276554373458419,0.24314394207567,0,0.040896894721465,0.143432153920263,0.0930220235421655,0.017172395863838,0.0114522736285832,0,0.259374935342965,0.093199574396465,0,0,0.0550793309288936
"R4163_YZ_21",0.0900383217718659,0.068957964156916,0.0723820519461522,0,0.023851224302743,0.191887478265969,0.0650192492347936,0.00352772884912649,0.0194048433575047,0.0228306078060658,0.106010138532206,0,0.023851224302743,0.191887478265969,0.0650192492347936,0.00352772884912649,0.0194048433575047,0,0.111834438152074,0.0665782045735005,0,0,0.0381755499947441
"R4163_YZ_22",0.0816911976374413,0.0722573463413849,0.079703457743195,0,0.0527260939594063,0.170436281287205,0.105253388431083,0.028588959370661,0.0068644082715383,0.0716248463599587,0.0995421891604386,0,0.0527260939594063,0.170436281287205,0.105253388431083,0.028588959370661,0.0068644082715383,0.012952355327921,0.110813842267953,0.086115668974557,0,0.010508229241106,0.08292595522912
