"","B_VanIP_Subgroup_4_9","B_VanIP_Subgroup_1_7_2_3_6_2_7_5_6_8_2_7","CAF_VanIP_Subgroup_1_3_2","Cancer_VanIP_Subgroup_1_4","CD4_VanIP_Subgroup_3","CD4_VanIP_Subgroup_1_5","CD4_VanIP_Subgroup_2_8","CD4_VanIP_Subgroup_6_7","CD8_VanIP_Subgroup_1_2_5_3","CD8_VanIP_Subgroup_4_6","M0_VanIP_Subgroup_1_2","M1_VanIP_Subgroup_3","M1_VanIP_Subgroup_1_4_5","M2_VanIP_Subgroup_1_3","Mono_VanIP_Subgroup_3","Mono_VanIP_Subgroup_5","Mono_VanIP_Subgroup_1_2_7","NK_VanIP_Subgroup_1_8","NK_VanIP_Subgroup_5_9","Dendritic_VanIP_Subgroup_1","Dendritic_VanIP_Subgroup_4_6_5_6","Endothelial_VanIP_Subgroup_1_4_3","Macrophages_VanIP_Subgroup_1_3_2"
"R4163_YZ_20",0.77809584135255,0.0991633445457271,0.408971047499276,0.445338366270418,0.363920366582793,0.0601927502991304,0.00318933987286978,0.100837376017866,0.016177451652729,0.0150820112607648,0.100117748063759,0.023151990388004,0.61586819820572,0.0619588407633392,0.0840888828921611,0.0388476555284972,0.159095483863967,0.0335296303610091,0.0930516153512154,0.0423250204633951,0.067278224230504,0.0868492638479314,0.270352076315283
"R4163_YZ_21",0.559256021847169,0.0877595646787085,0.465112321779606,0.388547748576194,0.373857639164233,0.144700645843274,0.0159783427119372,0.419572112012143,0.0986360073160526,0.00296710197368139,0.0448391495305484,0,0.388126374771301,0.0152723729132348,0,0.0317627241822592,0.202504601138795,0.0358430021195842,0.0652790751245781,0.109239439605094,0.0830541337746466,0.145551551243653,0.105756188044861
"R4163_YZ_22",0.896121682681906,0.149066861866858,0.485426413193633,0.368845295520645,0.433973129993455,0.128277835332101,0.0032590428145299,0.215885717207132,0.0577775325061987,0.0134073122761988,0.0666247306772732,0.022310789187227,0.558293122090804,0.0307130492722156,0,0.0198765439556092,0.131352171325127,0.0605804342691132,0.102063768521662,0.0517195182287964,0.0281905003033803,0.0425392235979558,0.139298608298829
"R4163_YZ_23",0.859990478431461,0.218559933290152,0.241381557350181,0.358882597660236,0.380096437589875,0.163677927226891,0,0.138177973319404,0.057498701549605,0.0079097692149782,0.0859776356569689,0.0308915943117682,0.391608366402677,0.0476285382124926,0.000653678758446803,0.0219688122403285,0.120135290208406,0.074077219546665,0.0874751683260023,0.0274999154416081,0.10300120095276,0.0603343387791484,0.253613610413914
"R4163_YZ_25",0.754362561132022,0.129115344447524,0.2835241899712,0.377469452069864,0.369950641798629,0.150851261363894,0,0.125627471971567,0.050354522128955,0.00772705801956555,0.0175383951475564,0.00158155304086689,0.519110623525873,0.0903483923014011,0.00244134623327456,0.0549154817794662,0.196054644506467,0.0545931545301356,0.065045124835239,0.0853250872113718,0.0549847236041389,0.0487521318375649,0.337899751401753
"R4163_YZ_26",0.629058937458172,0.102975217526484,0.44772100119659,0.454920927302851,0.567623013103851,0.094890054955888,0.0134560613847493,0.326896520843539,0.0335270023214104,0.0329290829046831,0.00973931462112733,0.0175174350191204,0.212291229119363,0.10803633002933,0,0.0740523841646442,0.110481302847541,0.101517317732068,0.0901416713604792,0.0715805415111518,0.0168102056356358,0.272302215301626,0.0537762415850766
"R4163_YZ_28",0.193390649795885,0.114661435646023,0.0980637327960257,0.334228991309007,0.409885100924208,0.417391169731036,0.0376312851075669,0.123802288972088,0.115759960650828,0.0247215466684841,0.034854712903272,0,0.248747913028399,0,0,0.0220377947995072,0.144553403310649,0.150050367466798,0.116156139011963,0.0354650497018622,0.0591920220981888,0.01900364401385,0.176700105291492
"IP.108b",0.481067087757939,0.0593172031778348,0.600928312187273,0.575576805414205,0.289420732227895,0.038299948524465,0.0760719245559534,0.199758561766435,0.0159850764389743,0.0805844265177335,0.233829977586838,0.0529820194860237,0.365861461578434,0.0157588244134303,0.429029271613934,0.0114958487592425,0.111072580430285,0.00706195114412213,0.113389875097082,0.00297706284485801,0.146234699893288,0.0410342377430983,0.0538114865967057
"IP.115b",0.714608380916921,0.0687766311784188,0.402585967484068,0.84459903065639,0.261862983307899,0.0217209133377439,0.102896538204232,0.115099378905238,0.0140633500310086,0.115717126478984,0.0148905057927522,0.05355479003905,0.164880299565309,0.0390324640998582,0.129339493473075,0.0192971856614716,0.116402840562031,0.0121638488694218,0.0731283417698235,0.0807037809484231,0.197936595813324,0.112789647736568,0.127407298306552
"IP.124b",0.981446241178007,0.154613592854031,0.619532436347498,0.433900354077389,0.199608749663549,0.0835572799031726,0.0852088348872841,0.475917305795392,0.0191318023721687,0.0698002448654808,0.00898407622198467,0.021034393830406,0.156954281048647,0.0402692251574572,0,0.0341293589738568,0.102535080450071,0.00728648789356005,0.0557206773443609,0.0008179802296874,0.0669414209058044,0.046477222054553,0.0579686576563117
"IP.127",0.982103291923799,0.0904080707220598,0.276764256749663,0.691408495444278,0.239926111817514,0.0347521248844747,0.120121625672119,0.184653273933738,0.0147478068000667,0.0504670387986748,0.155141223088301,0.0285129951184006,0.198560865132274,0.0281106401779096,0.0183676782815766,0.0261014581958353,0.055625839304333,0.0667678214137235,0.0357481150025838,0.0727370206896097,0.264947584925381,0.190380469149204,0.152990632433666
"IP.138b",0.932363467075485,0.0871248247805851,0.501503577035417,0.53072416718343,0.272927415004372,0.0416666081924626,0.0240193887221735,0.288155607240168,0.0170271044570496,0.0520668186326125,0.111458677166583,0.0124379202815987,0.42653709364053,0.044045951678967,0.0245764467066228,0.0666883262387795,0.154605169240722,0.0165545546652283,0.0408520762608494,0.0152333128347063,0.00425577652010565,0.082480982881014,0.212230403398302
"IP.140b",0.860560331969302,0.0747310302729942,0.404899313695443,0.604255356617369,0.284714414080923,0.0583625432251732,0.0377371100111104,0.0965102382116662,0.0226936431173578,0.0858606097383373,0.0209845198330377,0.0469587540811291,0.244528869497897,0.154503705608488,0.0332504022286091,0.0659388203110141,0.12789672342349,0.026522848940612,0.0568623827719197,0.00192765239470492,0.0938576445061274,0.130477021926729,0.266639079037224
"IP.148",0.950527685661728,0.103971208100308,0.470212469847434,0.5892533601718,0.351869644556109,0.09992372117446,0.0837684213765764,0.112861469297315,0.00299827775448152,0.113613322513531,0.0135260312847562,0.0141996015144903,0.398903438856987,0.0167375865502123,0,0.0414539336736645,0.0926484646156811,0.021301614508756,0.00857924897278765,0.105401405576152,0.0679220965607079,0.0819137504091019,0.131386292924464
"IP.197",0.710958421838566,0.0778660022936129,0.431615248464946,0.847541919156188,0.203570092882836,0.00744784048037842,0.136538767931689,0.0584835323186917,0.046879595715754,0.138296899338935,0.0129214347834428,0,0.130354698416542,0.0302197757060047,0.111986733837634,0.0203328415341614,0.0442060807892158,0.0110604323998452,0.0284737030754804,0.189043101416737,0.273018892909657,0.0754738490830574,0.0720435514790828
"IP.214",0.910746212503638,0.0839898556170592,0.342613072766081,0.803884872559878,0.338613910243979,0.015517006340071,0.0997926682890318,0.0370887356244351,0.0157012948193712,0.12095003557632,0.0382170018389044,0.0341686831835972,0.0290551291875691,0.057882397980593,0.0668171767240635,0.0412718620250624,0.0558690196621458,0.027916149786422,0.040739133935724,0.0415755202608687,0.510320984765924,0.0429520417285241,0.158829537904775
"IP.28",0.255291006192628,0.0644885130637462,0.395006494570871,0.862324534078401,0.234569318040019,0.0638110028253775,0.132431450689797,0.160353120242556,0.0175411398788621,0.0853186387354193,0.185983151395724,0.00731769614745056,0.00981584261705697,0.0363032841612459,0.608396277877124,0,0.0662949300324661,0.011732790829319,0.00815395949648462,0.169217724599204,0.353806021644022,0.107728521574329,0.0287867925242009
"IP.31b",0.807961147824377,0.0532044278500879,0.643580064764536,0.472582933065577,0.137895142634003,0.0251398569938749,0.0776101271889408,0.318276991384022,0.0179220209450974,0.0553984050074522,0.461969064322133,0.0257695660297706,0.382908842714511,0.0825757530033716,0.0498614033014864,0.00171052903074014,0.0685767527549604,0.0110018621816313,0.0301813175331344,0.0149200530955085,0.0875307196866953,0.0493146190430144,0.0691933893180401
"IP.36",0.872881934909037,0.0769977340727563,0.519457712606755,0.799198918510835,0.417748408940744,0.0401381240394754,0.105115896587984,0,0.0233951909200887,0.101406247542556,0.106172501258649,0.0418189313165687,0.149943575717661,0.022786399539887,0.0239953123286782,0.0291376009832813,0.0395630568666306,0.0086505996609764,0.114211709773277,0.00313936324824422,0.208434585091529,0.00985551387160423,0.0815000515662092
"IP.38b",0.699915263633076,0.0616723577515943,0.390753603833754,0.841502011728172,0.18527093090922,0.0151077658711757,0.142452398330162,0.156653311118815,0.0406913335295587,0.11442190072703,0.100070774804964,0.0797868093988883,0.0566245675942807,0.0340246622993837,0.0306801152915615,0.00930543332149414,0.0387655407824286,2.51976253583913e-05,0.109031446091083,0.0500542859934605,0.17739606299041,0.0872357302207538,0.0691348541208545
"IP.52",0.801975725730103,0.0756587677889344,0.4686050793231,0.672082377871598,0.380659480989344,0.0558153498766034,0.0924535847144659,0.0407664360584434,0.0333244300467624,0.117410637250276,0.0164806927291442,0.0201069057110332,0.290321263689216,0.0717039265789009,0.0515161478959795,0.0247575618455763,0.0983468234146286,0.0172638013392669,0.0493499184218599,0.0511254737443148,0.12170788693323,0.0566076293394423,0.148994230276634
"IP.57",0.634286701420733,0.0490663547548921,0.645173832965821,0.825722241485716,0.119165977028815,0.0050285212905204,0.108204996284957,0.107401793750938,0.0112430358245496,0.108438039563093,0.640414707832375,0,0.215017244053378,0.0195462853315839,0.0427835317682799,0,0.0479220033542738,0.00708080535127483,0.0343518766797754,0.0722737137342907,0.136399917919737,0.0450650374535564,0.043216549687034
"IP.58b",0.911745223488091,0.0891197262765828,0.573302228708613,0.648482138152665,0.217325566313613,0.0280499457464268,0.00785572888684933,0.0383731590978566,0.0450562522499838,0.0360116029729662,0.0665766983381667,0.00951734706014486,0.321218264974533,0.137473225770429,0,0.0416876476990954,0.123963883777441,0.0470285590439211,0.0924413353221689,0.0805883601589511,0.00627759904728458,0.10178479024368,0.152908928031212
"IP.67b",0,0.0669220073914893,0.324807953386621,0.854113556190935,0.432820588203315,0.157699823563007,0.132048390223913,0.0697923849290842,0.0237321897607702,0.128260259340647,0.142132121126119,0.0263165427124051,0.118979979236236,0.0286098290643736,0.0574594261849146,0.0804398025690158,0.0671304226195986,0.0197247207017527,0.0850066999977523,0.035147990140327,0.146165751244077,0.0206518516565643,0.0929910070366747
"IP.73",0.691329158170048,0.0560036801784047,0.679020763503831,0.817229340449205,0.364319879909175,0.00561255863841141,0.103659677444833,0.234809224862118,0.0121926303751808,0.093571073240711,0.264741480778262,0.0211705223156806,0.207265682639308,0.000491529361239062,0.0608611518195092,0.0254029166224543,0.0759007253343719,0.00674592337959965,0.0365547722777539,0.00875790649243067,0.0489476090511565,0.0581986806277009,0.0307475084065395
"IP.82b",0.841026505928473,0.108796881185573,0.414312635645691,0.62677350098861,0.4564351838376,0.124301379633804,0.0408076709453404,0.0277750023083287,0.0372297828327354,0.0420207067286668,0.0712090641080519,0.0294730794460598,0.17273388157669,0.0218274528603321,0.0259966744697583,0.054572416479611,0.084084906707063,0.0373622060773405,0.054304684204963,0.0350314577656864,0.18823417765753,0.108097805406417,0.14381080248659
"IP.89b",0.853894955694973,0.0578758821573679,0.655913490360234,0.536591425239625,0.232994576087152,0.0153954028105226,0.0705798198678767,0.375136646229541,0.0201924578546435,0.0670434617002163,0.143948892954131,0.0257014830383923,0.414508102330734,0.044392519401314,0.0487589203177781,0.255462407254491,0.130875337339266,0.00772558963799435,0.0480969474827621,0.0214438091903875,0.0143149466689379,0.0152442355330501,0.0763319587048391
